SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
V176876688;N;E;52;Web;220
V176879930;N;E;12;Web;200
V176880557;N;E;52;Direct Mail;331
V176886182;N;E;12;Email;64
V176886679;N;E;52;Email;926
V176889491;Y;E;52;Email;452
V176895621;N;E;52;Email;100
V176896132;N;E;12;Direct Mail;300
V176908150;N;E;52;Email;917
V176918274;N;E;52;Email;381
V176928463;Y;E;52;Email;917
V176937035;N;E;52;Email;68
V176945319;N;E;12;Email;852
V176957413;N;E;37;Web;531
V176970200;N;E;12;Email;112
V176974236;N;E;12;Web;630
V176982130;N;E;52;Direct Mail;452
V177003910;N;E;48;Direct Mail;100
V177004819;Y;E;52;Email;199
V177023710;N;E;52;Web;441
V177030673;N;E;12;Direct Mail;441
V177038031;N;E;12;Email;945
V177041894;N;E;12;Email;152
V177050648;N;E;12;Direct Mail;870
V177052347;N;E;37;Email;945
V177053998;N;E;52;Email;301
V177063898;N;E;52;Direct Mail;770
V177066438;Y;E;52;Email;945
V177080595;N;E;49;Email;782
V177080983;N;E;12;Email;841
V177087095;N;E;12;Web;900
V177089489;N;E;49;Direct Mail;117
V177099207;N;E;52;Direct Mail;191
V177118635;N;E;12;Email;331
V177119146;N;E;52;Email;982
V177121209;N;E;12;Direct Mail;38
V177128741;N;E;12;Direct Mail;802
V177133477;N;E;12;Web;283
V177157021;N;E;52;Email;40
V177158235;N;E;52;Direct Mail;900
V177167996;N;E;24;Email;801
V177170446;N;E;24;Email;352
V177172541;N;E;12;Email;982
V177176971;Y;E;52;Web;432
V177187622;N;E;12;Email;750
V177192655;N;E;12;Web;152
V177228491;N;E;52;Email;604
V177230919;N;E;52;Email;200
V177244282;N;E;24;Email;301
V177244662;N;E;52;Direct Mail;601
V177246865;N;E;24;Email;945
V177252400;N;E;52;Email;917
V177256161;N;E;52;Direct Mail;770
V177263084;N;E;12;Direct Mail;970
V177273562;N;E;52;Direct Mail;152
V177283637;N;E;52;Email;395
V177299476;Y;E;52;Web;604
V177300720;Y;E;52;Direct Mail;331
V177306651;Y;E;52;Email;945
V177314903;N;E;25;Direct Mail;331
V177321999;N;E;52;Direct Mail;300
V177327087;N;E;52;Web;21
V177346285;N;E;48;Email;300
V177349669;N;E;52;Web;606
V177365004;N;E;49;Email;40
V177368685;Y;E;52;Direct Mail;631
V177369766;N;E;52;Direct Mail;945
V177385242;N;E;49;Direct Mail;970
V177393873;N;E;52;Direct Mail;594
V177399151;N;E;49;Direct Mail;32
V177413168;N;E;12;Email;900
V177428828;N;E;52;Direct Mail;112
V177430329;N;E;52;Direct Mail;701
V177445145;N;E;52;Email;441
V177451457;Y;E;52;Web;900
V177469236;Y;E;52;Email;700
V177508983;N;E;36;Web;532
V177511227;N;E;12;Direct Mail;68
V177522745;N;E;36;Email;117
V177528809;N;E;12;Email;265
V177528890;N;E;12;Web;727
V177531209;N;E;25;Web;117
V177549821;N;E;38;Email;982
V177568821;Y;E;51;Email;191
V177569456;Y;E;52;Direct Mail;117
V177572120;N;E;52;Direct Mail;601
V177574068;N;E;47;Direct Mail;973
V177575271;N;E;47;Email;331
V177578994;N;E;51;Direct Mail;117
V177579109;N;E;51;Web;731
V177586658;N;E;47;Email;265
V177587094;N;E;52;Email;117
V177595899;N;E;52;Email;265
V177611365;N;E;48;Email;441
V177620986;N;E;52;Direct Mail;480
V177621000;N;E;52;Direct Mail;900
V177621505;N;E;24;Email;32
V177636024;N;E;52;Email;917
V177636537;N;E;48;Web;303
V177659604;N;E;18;Web;945
V177676384;N;E;52;Web;945
V177676426;N;E;52;Email;152
V177682184;N;E;18;Direct Mail;750
V177705738;N;E;52;Direct Mail;100
V177709623;N;E;52;Email;585
V177709730;N;E;52;Email;275
V177710365;Y;E;12;Email;802
V177712148;N;E;52;Email;463
V177719168;N;E;12;Web;21
V177729753;N;E;52;Web;441
V177732393;N;E;52;Email;18
V177738663;N;E;52;Direct Mail;117
V177745734;N;E;18;Email;21
V177749223;N;E;12;Direct Mail;983
V177749504;Y;E;18;Direct Mail;432
V177755253;N;E;47;Email;770
V177805728;N;E;12;Email;782
V177811825;N;E;12;Web;503
V177820578;N;E;12;Direct Mail;701
V177833258;N;E;12;Web;834
V177838190;N;E;12;Direct Mail;900
V177853009;N;E;51;Direct Mail;331
V177859113;N;E;18;Email;850
V177881950;N;E;12;Email;917
V177885795;Y;E;12;Direct Mail;331
V177889243;Y;E;12;Direct Mail;60
V177898335;N;E;12;Email;452
V177925690;N;E;12;Web;117
V177927191;N;E;12;Email;945
V177934387;N;E;47;Direct Mail;481
V177934700;N;E;12;Email;301
V177936721;N;E;53;Email;191
V177963261;N;E;47;Direct Mail;945
V177978814;N;E;18;Direct Mail;841
V177989845;N;E;12;Email;201
V177998473;Y;E;12;Web;301
V178026795;N;E;37;Web;631
V178035994;N;E;12;Email;152
V178044657;N;E;47;Web;600
V178053245;N;E;47;Direct Mail;32
V178054599;N;E;47;Email;32
V178057048;N;E;47;Web;600
V178057600;N;E;18;Email;152
V178064713;N;E;12;Email;600
V178081980;N;E;53;Direct Mail;117
V178083770;N;E;12;Email;606
V178090718;N;E;53;Email;117
V178100806;N;E;53;Email;631
V178103941;N;E;18;Email;452
V178109625;N;E;53;Direct Mail;750
V178109898;N;E;12;Direct Mail;600
V178112512;N;E;12;Web;441
V178118303;N;E;51;Email;117
V178128427;N;E;51;Web;191
V178167276;N;E;51;Email;900
V178171286;N;E;12;Web;370
V178177150;N;E;47;Direct Mail;970
V178177226;N;E;47;Email;852
V178195178;N;E;12;Web;275
V178197380;N;E;47;Web;32
V178201398;N;E;12;Direct Mail;117
V178211124;N;E;12;Direct Mail;112
V178223335;N;E;50;Direct Mail;600
V178223764;N;E;53;Email;152
V178226171;N;E;53;Email;482
V178230314;N;E;12;Web;996
V178231254;N;E;53;Direct Mail;265
V178231551;N;E;12;Web;917
V178258406;N;E;24;Email;441
V178261541;N;E;12;Email;152
V178271102;N;E;51;Direct Mail;117
V178278172;N;E;24;Email;900
V178288825;N;E;53;Direct Mail;900
V178288882;N;E;12;Web;234
V178289013;N;E;12;Email;660
V178330411;N;E;12;Email;900
V178332656;N;E;12;Direct Mail;801
V178335279;N;E;12;Email;54
V178364212;N;E;12;Direct Mail;926
V178366167;N;E;12;Email;68
V178376497;N;E;12;Email;29
V178380432;Y;E;12;Web;900
V178381265;N;E;53;Email;117
V178388047;N;E;12;Email;331
V178406468;N;E;53;Direct Mail;945
V178419040;N;E;12;Direct Mail;441
V178428108;N;E;47;Web;480
V178432225;N;E;37;Direct Mail;770
V178436895;N;E;47;Web;701
V178443958;N;E;51;Web;60
V178445607;N;E;47;Email;191
V178456802;N;E;12;Email;481
V178467189;N;E;51;Web;300
V178479036;N;E;47;Email;900
V178492336;N;E;37;Email;531
V178496626;Y;E;51;Direct Mail;750
V178498135;N;E;51;Email;945
V178509659;Y;E;53;Email;917
V178521787;N;E;53;Email;42
V178521837;N;E;53;Direct Mail;283
V178523155;N;E;51;Email;21
V178547659;N;E;53;Email;945
V178550265;N;E;53;Email;40
V178555116;N;E;53;Web;441
V178578142;N;E;53;Email;571
V178579389;N;E;53;Web;601
V178581880;N;E;53;Email;731
V178591517;N;E;47;Email;64
V178593158;N;E;47;Email;394
V178595427;N;E;47;Web;801
V178597480;N;E;47;Web;660
V178629317;N;E;51;Email;891
V178631883;N;E;47;Direct Mail;945
V178631917;N;E;47;Web;463
V178632097;N;E;24;Email;782
V178633178;N;E;47;Direct Mail;681
V178633251;N;E;47;Email;750
V178636239;N;E;47;Email;917
V178637757;Y;E;51;Email;945
V178650404;N;E;51;Email;32
V178651758;N;E;51;Web;220
V178653721;N;E;12;Email;481
V178662052;N;E;12;Direct Mail;917
V178682555;N;E;12;Direct Mail;945
V178694022;N;E;12;Direct Mail;606
V178697736;N;E;12;Email;600
V178712790;N;E;12;Web;685
V178719167;N;E;12;Email;770
V178719258;N;E;12;Direct Mail;837
V178721205;N;E;12;Email;481
V178734844;N;E;24;Direct Mail;300
V178735528;N;E;51;Web;750
V178739389;N;E;12;Email;32
V178743191;N;E;47;Email;117
V178744389;N;E;47;Email;750
V178761862;N;E;47;Email;981
V178764114;N;E;51;Web;770
V178776563;N;E;12;Email;21
V178776605;N;E;12;Direct Mail;481
V178779336;N;E;12;Direct Mail;452
V178780292;N;E;12;Email;700
V178789533;N;E;47;Direct Mail;352
V178809950;N;E;53;Web;191
V178818597;N;E;53;Email;770
V178830832;N;E;12;Email;117
V178836276;N;E;12;Email;117
V178837589;N;E;12;Direct Mail;604
V178850814;N;E;12;Direct Mail;551
V178851234;N;E;53;Direct Mail;853
V178851424;N;E;52;Email;283
V178852109;N;E;53;Email;500
V178856936;N;E;53;Web;331
V178864781;N;E;47;Email;900
V178864880;N;E;47;Email;331
V178866216;N;E;12;Web;601
V178869855;N;E;12;Email;606
V178869921;N;E;12;Web;997
V178872594;N;E;53;Email;191
V178877205;N;E;53;Email;662
V178887915;N;E;52;Direct Mail;926
V178889614;N;E;53;Direct Mail;601
V178890414;Y;E;52;Direct Mail;731
V178893830;N;E;53;Email;481
V178896510;N;E;52;Web;982
V178904280;N;E;52;Web;152
V178906277;N;E;47;Direct Mail;482
V178908943;N;E;47;Email;981
V178930798;N;E;12;Email;700
V178930889;N;E;12;Email;191
V178933628;N;E;47;Web;982
V178940201;N;E;51;Email;630
V178942371;N;E;47;Email;503
V178944989;N;E;51;Web;441
V178957999;N;E;52;Web;117
V178966453;N;E;53;Web;191
V178968772;N;E;53;Direct Mail;970
V178968855;N;E;53;Direct Mail;782
V178968947;N;E;53;Direct Mail;917
V178971727;N;E;52;Direct Mail;481
V178974101;N;E;12;Direct Mail;386
V178975348;N;E;12;Direct Mail;234
V178976643;N;E;12;Web;604
V178978433;N;E;51;Email;462
V178980744;N;E;52;Direct Mail;945
V178981049;N;E;51;Direct Mail;38
V178989919;N;E;51;Direct Mail;480
V178991527;N;E;12;Email;750
V179004262;N;E;52;Email;402
V179007042;N;E;52;Direct Mail;462
V179010335;N;E;12;Web;394
V179012000;N;E;52;Direct Mail;727
V179013537;N;E;12;Web;331
V179013933;N;E;53;Email;191
V179020375;N;E;47;Direct Mail;117
V179022009;N;E;52;Web;180
V179024070;N;E;47;Email;972
V179024179;N;E;47;Web;381
V179040951;N;E;12;Direct Mail;770
V179041314;N;E;12;Email;201
V179048087;N;E;12;Direct Mail;926
V179050802;N;E;52;Web;38
V179054655;N;E;52;Web;331
V179057914;N;E;53;Direct Mail;296
V179060173;N;E;12;Direct Mail;801
V179070834;N;E;52;Direct Mail;481
V179071998;N;E;52;Direct Mail;117
V179072145;N;E;52;Direct Mail;410
V179074414;N;E;51;Email;112
V179074448;N;E;51;Email;32
V179080114;N;E;51;Web;945
V179086228;N;E;51;Email;370
V179088141;N;E;47;Direct Mail;112
V179088265;N;E;47;Email;18
V179100847;N;E;51;Direct Mail;38
V179104187;N;E;51;Web;554
V179104385;N;E;51;Email;100
V179111620;N;E;47;Email;630
V179131214;N;E;52;Direct Mail;850
V179133335;N;E;53;Email;234
V179135942;Y;E;52;Email;286
V179136759;N;E;53;Web;945
V179137286;N;E;52;Email;32
V179148440;N;E;12;Email;38
V179151022;N;E;52;Email;112
V179161591;N;E;53;Email;571
V179163373;N;E;47;Email;220
V179164819;N;E;52;Email;331
V179174016;N;E;12;Web;672
V179175997;N;E;52;Direct Mail;853
V179176326;N;E;12;Direct Mail;530
V179178090;N;E;53;Email;452
V179178736;N;E;52;Email;900
V179180476;N;E;12;Web;945
V179186689;N;E;53;Email;631
V179186705;N;E;53;Web;531
V179186861;N;E;53;Web;117
V179192398;N;E;52;Email;117
V179193586;Y;E;52;Direct Mail;926
V179199997;N;E;52;Direct Mail;917
V179204276;N;E;12;Email;926
V179209309;Y;E;12;Direct Mail;117
V179210471;Y;E;51;Direct Mail;331
V179216775;N;E;51;Email;983
V179227103;N;E;47;Direct Mail;117
V179236427;N;E;52;Email;700
V179240320;N;E;51;Web;917
V179243183;N;E;47;Web;117
V179246251;N;E;12;Direct Mail;32
V179249289;N;E;12;Web;191
V179249446;N;E;12;Email;531
V179250113;N;E;52;Email;782
V179253984;N;E;52;Direct Mail;402
V179257886;N;E;52;Email;841
V179258652;N;E;12;Email;21
V179273677;N;E;12;Email;112
V179275540;N;E;12;Email;29
V179278676;N;E;51;Email;782
V179287263;N;E;51;Direct Mail;750
V179289038;N;E;52;Direct Mail;201
V179293014;Y;E;52;Email;481
V179297478;N;E;12;Direct Mail;452
V179297908;N;E;52;Direct Mail;852
V179299326;N;E;51;Web;900
V179299615;N;E;51;Direct Mail;917
V179300561;N;E;52;Email;820
V179304563;N;E;51;Email;32
V179305321;N;E;52;Email;234
V179306790;N;E;52;Direct Mail;871
V179307673;N;E;51;Email;981
V179311212;N;E;12;Email;191
V179328885;N;E;47;Web;601
V179330089;N;E;47;Email;800
V179338439;N;E;51;Email;900
V179349329;N;E;52;Email;441
V179351093;N;E;12;Email;201
V179352182;N;E;12;Direct Mail;117
V179352786;N;E;53;Email;18
V179354048;N;E;12;Direct Mail;198
V179356456;N;E;12;Email;275
V179358148;N;E;52;Email;38
V179365168;N;E;12;Email;38
V179370135;N;E;12;Direct Mail;995
V179372313;N;E;51;Email;32
V179373055;N;E;12;Email;750
V179376553;N;E;12;Web;900
V179381538;N;E;12;Direct Mail;900
V179381710;Y;E;12;Web;752
V179387139;N;E;52;Web;210
V179395058;N;E;51;Email;782
V179405782;N;E;51;Email;945
V179407168;N;E;52;Email;32
V179409552;N;E;51;Email;945
V179413232;N;E;47;Email;117
V179414347;N;E;47;Email;770
V179420005;Y;E;12;Direct Mail;891
V179421961;N;E;51;Email;900
V179424825;Y;E;52;Email;32
V179431168;N;E;52;Email;606
V179432695;N;E;12;Direct Mail;117
V179433172;N;E;12;Email;452
V179435540;N;E;12;Email;64
V179454566;N;E;12;Email;900
V179480280;N;E;52;Email;967
V179482856;N;E;52;Web;833
V179483276;N;E;52;Web;331
V179483722;N;E;51;Email;38
V179485370;N;E;52;Email;480
V179502661;N;E;53;Email;117
V179506381;Y;E;53;Web;594
V179507926;Y;E;52;Web;331
V179510979;N;E;52;Direct Mail;554
V179511720;N;E;52;Direct Mail;926
V179511811;N;E;52;Direct Mail;945
V179513544;N;E;52;Web;631
V179517800;Y;E;53;Web;441
V179518949;N;E;53;Email;207
V179519145;N;E;53;Email;606
V179534250;N;E;12;Direct Mail;352
V179541024;N;E;52;Direct Mail;606
V179544820;N;E;52;Email;112
V179549514;N;E;12;Email;551
V179555529;N;E;12;Direct Mail;201
V179555719;N;E;47;Web;981
V179557582;N;E;52;Email;31
V179558457;N;E;52;Web;38
V179559448;N;E;47;Email;631
V179566997;Y;E;12;Email;599
V179588587;N;E;51;Email;550
V179590476;N;E;52;Email;945
V179590765;N;E;12;Web;441
V179591060;N;E;51;Email;331
V179594635;N;E;12;Email;117
V179597059;N;E;12;Direct Mail;275
V179598958;Y;E;52;Direct Mail;770
V179599717;N;E;12;Email;32
V179601208;N;E;47;Email;152
V179601950;N;E;52;Email;945
V179606629;Y;E;52;Email;331
V179610910;N;E;12;Direct Mail;981
V179616255;N;E;51;Email;500
V179617063;N;E;52;Email;750
V179621446;N;E;51;Email;834
V179622683;N;E;51;Email;32
V179624085;N;E;52;Web;117
V179634357;N;E;52;Direct Mail;701
V179636667;N;E;52;Direct Mail;782
V179637491;N;E;12;Email;21
V179639414;N;E;52;Web;782
V179645288;N;E;53;Email;32
V179651427;N;E;12;Email;853
V179660469;N;E;53;Web;265
V179663034;N;E;53;Web;480
V179667936;N;E;53;Email;441
V179674080;N;E;53;Web;945
V179681390;N;E;12;Web;32
V179687983;N;E;12;Email;18
V179689369;N;E;12;Web;600
V179691886;N;E;51;Direct Mail;598
V179698162;N;E;47;Direct Mail;331
V179704028;N;E;12;Direct Mail;926
V179704333;N;E;51;Direct Mail;681
V179705405;N;E;12;Direct Mail;926
V179707724;N;E;12;Email;870
V179710736;N;E;12;Direct Mail;833
V179712690;N;E;12;Email;201
V179721063;N;E;52;Web;591
V179733183;N;E;51;Web;980
V179738000;N;E;12;Direct Mail;900
V179740972;N;E;47;Direct Mail;462
V179744339;N;E;12;Email;60
V179769492;N;E;12;Email;208
V179770904;N;E;53;Web;770
V179773486;N;E;53;Direct Mail;945
V179773569;N;E;53;Web;152
V179776893;N;E;12;Web;606
V179781034;N;E;53;Web;917
V179789086;N;E;18;Web;38
V179793591;N;E;51;Email;770
V179799168;N;E;36;Web;180
V179814587;N;E;12;Email;331
V179814637;N;E;51;Direct Mail;331
V179815865;N;E;51;Direct Mail;945
V179818091;Y;E;12;Email;117
V179819925;Y;E;25;Email;891
V179823216;N;E;12;Direct Mail;370
V179824420;Y;E;12;Direct Mail;945
V179826003;N;E;53;Email;100
V179858535;N;E;53;Email;598
V179859574;N;E;53;Email;530
V179862198;N;E;53;Direct Mail;503
V179889282;N;E;12;Email;500
V179895594;N;E;12;Direct Mail;100
V179899604;N;E;12;Email;100
V179904875;N;E;12;Email;152
V179916093;N;E;51;Email;301
V179931076;N;E;51;Email;152
V179952080;N;E;12;Direct Mail;207
V179958442;N;E;12;Direct Mail;554
V179973516;N;E;12;Email;44
V179985908;N;E;12;Direct Mail;410
V179993456;N;E;12;Direct Mail;32
V179996400;N;E;38;Direct Mail;967
V179999149;N;E;25;Email;32
V180004863;N;E;12;Email;100
V180011371;N;E;51;Email;482
V180041907;N;E;18;Direct Mail;100
V180045130;N;E;51;Email;750
V180047219;N;E;12;Web;917
V180047623;N;E;51;Direct Mail;441
V180053704;N;E;12;Email;853
V180069031;N;E;12;Email;700
V180070302;N;E;12;Direct Mail;482
V180072266;N;E;12;Email;117
V180086316;Y;E;12;Web;112
V180093395;N;E;18;Direct Mail;630
V180120438;N;E;12;Direct Mail;117
V180125494;N;E;51;Direct Mail;100
V180127755;N;E;51;Email;900
V180135162;N;E;12;Email;112
V180147522;N;E;12;Email;750
V180161390;N;E;12;Web;152
V180165078;N;E;12;Web;331
V180174245;N;E;51;Web;198
V180182404;N;E;18;Direct Mail;300
V180190878;N;E;38;Direct Mail;331
V180199499;N;E;25;Direct Mail;331
V180200511;N;E;51;Email;685
V180201667;N;E;51;Email;117
V180215584;N;E;51;Direct Mail;945
V180231755;N;E;12;Direct Mail;38
V180239006;N;E;51;Web;481
V180249211;N;E;12;Email;727
V180251720;N;E;12;Web;117
V180253015;N;E;51;Email;208
V180255457;N;E;51;Direct Mail;331
V180255655;N;E;51;Web;117
V180259145;N;E;12;Email;198
V180267874;N;E;12;Direct Mail;700
V180271041;N;E;50;Email;531
V180271975;N;E;12;Email;381
V180290694;N;E;51;Direct Mail;750
V180309841;N;E;18;Email;152
V180316937;N;E;12;Web;38
V180324188;N;E;51;Web;967
V180332967;N;E;51;Direct Mail;21
V180333916;N;E;12;Email;875
V180339160;N;E;12;Email;191
V180340259;N;E;12;Web;112
V180359499;N;E;12;Email;531
V180367005;N;E;12;Web;117
V180371759;N;E;51;Email;32
V180384414;N;E;12;Email;681
V180388324;N;E;12;Direct Mail;481
V180390585;N;E;12;Web;207
V180394207;N;E;51;Email;630
V180403990;N;E;12;Direct Mail;191
V180405730;N;E;51;Web;900
V180428849;N;E;12;Web;972
V180428948;N;E;12;Web;945
V180429102;N;E;12;Web;532
V180431322;N;E;12;Web;331
V180437618;N;E;12;Email;331
V180449662;N;E;12;Direct Mail;972
V180451593;N;E;51;Email;926
V180453474;N;E;12;Email;900
V180456386;N;E;12;Direct Mail;283
V180470965;N;E;48;Email;750
V180480220;N;E;12;Email;352
V180512600;N;E;52;Email;606
V180513871;N;E;52;Web;64
V180513954;N;E;12;Email;386
V180517518;N;E;52;Email;18
V180517872;N;E;12;Direct Mail;117
V180520843;N;E;12;Email;28
V180521262;N;E;52;Direct Mail;721
V180526204;N;E;52;Web;926
V180530891;N;E;51;Email;112
V180550576;N;E;12;Web;117
V180560286;N;E;52;Direct Mail;750
V180560385;N;E;52;Email;945
V180583015;N;E;52;Direct Mail;21
V180595274;N;E;50;Email;770
V180605057;N;E;12;Email;945
V180612053;N;E;12;Email;100
V180617581;N;E;51;Email;917
V180620494;N;E;52;Web;104
V180624983;N;E;51;Email;191
V180626814;N;E;52;Email;900
V180628109;N;E;52;Email;100
V180630592;Y;E;52;Direct Mail;117
V180631475;N;E;52;Web;117
V180633893;N;E;51;Direct Mail;394
V180643736;N;E;51;Direct Mail;600
V180647257;Y;E;12;Web;945
V180647455;N;E;12;Email;782
V180651887;Y;E;52;Direct Mail;945
V180652810;N;E;51;Email;601
V180653016;N;E;52;Direct Mail;112
V180681165;N;E;52;Email;201
V180694879;N;E;52;Email;21
V180697153;N;E;52;Direct Mail;352
V180697443;N;E;52;Web;841
V180703910;N;E;52;Web;112
V180708810;Y;E;52;Direct Mail;945
V180717779;N;E;12;Web;782
V180719882;N;E;52;Web;481
V180720526;N;E;12;Direct Mail;891
V180721193;N;E;52;Email;117
V180726689;N;E;12;Direct Mail;301
V180729071;Y;E;52;Email;945
V180730152;N;E;52;Email;802
V180731861;N;E;12;Web;681
V180732588;N;E;52;Direct Mail;836
V180739161;N;E;52;Direct Mail;945
V180740094;N;E;52;Web;117
V180741498;N;E;52;Web;117
V180746547;N;E;52;Web;275
V180747958;N;E;52;Web;970
V180748618;N;E;52;Email;917
V180763096;N;E;12;Web;601
V180764060;N;E;52;Direct Mail;551
V180764219;N;E;52;Direct Mail;112
V180773079;N;E;52;Direct Mail;112
V180777583;N;E;52;Web;900
V180791709;N;E;52;Email;680
V180794596;N;E;52;Direct Mail;38
V180795791;N;E;52;Direct Mail;945
V180799322;N;E;52;Email;571
V180802811;N;E;52;Direct Mail;117
V180808479;N;E;12;Web;770
V180813057;Y;E;52;Email;191
V180817728;N;E;38;Web;300
V180822264;N;E;52;Web;890
V180825648;N;E;52;Web;917
V180829798;N;E;52;Direct Mail;531
V180839524;N;E;52;Direct Mail;601
V180845653;N;E;52;Direct Mail;331
V180845968;N;E;52;Web;551
V180846065;N;E;52;Web;740
V180847477;N;E;52;Email;945
V180849770;N;E;52;Direct Mail;117
V180866626;N;E;12;Email;234
V180868879;Y;E;52;Email;750
V180882821;N;E;12;Web;604
V180886277;Y;E;52;Direct Mail;331
V180891434;N;E;52;Direct Mail;352
V180893067;N;E;12;Web;917
V180899239;N;E;12;Email;480
V180904450;N;E;12;Direct Mail;60
V180911000;N;E;50;Email;117
V180912735;N;E;52;Direct Mail;117
V180912842;N;E;52;Email;462
V180914061;N;E;52;Email;370
V180926347;N;E;36;Direct Mail;730
V180931685;N;E;52;Direct Mail;32
V180934234;N;E;52;Email;481
V180950263;N;E;36;Email;32
V180957227;N;E;12;Direct Mail;532
V180957862;N;E;52;Web;100
V180957896;N;E;52;Direct Mail;606
V180960403;N;E;52;Email;21
V180966806;N;E;52;Direct Mail;945
V180970725;N;E;52;Email;191
V180980690;N;E;52;Email;582
V180997637;N;E;24;Direct Mail;331
V180999765;N;E;12;Web;152
V181003401;N;E;52;Direct Mail;945
V181005679;N;E;52;Email;900
V181017005;N;E;52;Direct Mail;395
V181024654;N;E;52;Direct Mail;112
V181024738;N;E;52;Direct Mail;480
V181025842;N;E;52;Direct Mail;750
V181026998;Y;E;36;Web;117
V181033291;N;E;52;Web;782
V181034869;N;E;12;Email;770
V181034976;N;E;12;Email;191
V181044645;N;E;52;Web;100
V181050139;N;E;12;Email;117
V181051079;N;E;52;Email;112
V181055336;N;E;24;Direct Mail;945
V181063454;Y;E;52;Web;750
V181065178;N;E;12;Web;152
V181069766;N;E;52;Web;853
V181079146;N;E;12;Web;900
V181086554;N;E;12;Web;917
V181089996;N;E;52;Direct Mail;945
V181092446;N;E;52;Web;200
V181094988;N;E;52;Email;480
V181097403;Y;E;52;Web;604
V181100181;Y;E;52;Web;210
V181125568;N;E;12;Direct Mail;255
V181131632;N;E;12;Email;981
V181137944;N;E;12;Email;152
V181139197;N;E;12;Web;21
V181152463;N;E;36;Web;38
V181154147;N;E;52;Direct Mail;945
V181156472;N;E;52;Direct Mail;21
V181179268;Y;E;52;Direct Mail;117
V181179276;N;E;52;Email;600
V181183096;N;E;52;Email;631
V181189002;N;E;18;Email;117
V181192618;N;E;12;Web;871
V181195181;N;E;12;Direct Mail;32
V181208943;N;E;53;Direct Mail;21
V181210386;N;E;53;Web;441
V181226192;N;E;52;Direct Mail;462
V181232489;N;E;52;Email;112
V181239112;N;E;53;Direct Mail;900
V181240540;N;E;53;Email;112
V181241233;N;E;52;Email;770
V181244146;N;E;53;Email;604
V181246430;N;E;52;Email;180
V181247875;N;E;53;Direct Mail;945
V181254368;N;E;24;Direct Mail;112
V181269275;N;E;12;Email;945
V181279209;N;E;12;Email;720
V181280546;Y;E;12;Direct Mail;945
V181282708;N;E;52;Email;594
V181287590;Y;E;18;Web;32
V181287681;N;E;52;Direct Mail;945
V181292012;N;E;37;Email;112
V181297409;N;E;18;Direct Mail;331
V181298332;N;E;37;Email;331
V181298985;N;E;52;Direct Mail;117
V181305319;Y;E;52;Direct Mail;531
V181310293;N;E;52;Direct Mail;604
V181310988;N;E;24;Email;64
V181313883;Y;E;18;Direct Mail;352
V181328485;N;E;24;Web;64
V181332818;N;E;52;Direct Mail;452
V181334103;N;E;52;Direct Mail;917
